<<<<<<< HEAD
id,account,amount,Location,Country,Time,tid,transaction_type
304,304,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:38:59.000Z,304,exp
305,305,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:39:11.000Z,305,exp
306,306,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:40:39.000Z,306,exp
307,307,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:40:49.000Z,307,exp
308,308,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:41:24.000Z,308,exp
309,309,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:41:35.000Z,309,exp
310,310,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:42:10.000Z,310,exp
311,311,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:42:53.000Z,311,exp
312,312,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:43:12.000Z,312,exp
313,313,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:43:44.000Z,313,exp
314,314,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:44:04.000Z,314,exp
315,315,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:44:26.000Z,315,exp
316,316,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:44:37.000Z,316,exp
317,317,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:45:00.000Z,317,exp
318,318,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:45:20.000Z,318,exp
319,319,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:45:41.000Z,319,exp
320,320,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:47:01.000Z,320,exp
321,321,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:47:14.000Z,321,exp
322,322,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:47:23.000Z,322,exp
323,323,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:51:05.000Z,323,exp
324,324,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:54:37.000Z,324,exp
325,325,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:55:21.000Z,325,exp
326,326,29.27,"b'Hinckley, Ohio'",US,2016-11-24T03:55:32.000Z,326,exp
327,327,29.5,"b'Dewitt, Michigan'",US,2016-11-24T03:59:58.000Z,327,exp
328,328,29.5,b'USA',US,2016-11-24T04:07:37.000Z,328,exp
329,329,29.87,"b'Marlboro, New York'",US,2016-11-24T04:04:54.000Z,329,exp
330,330,29.95,"b'Las Vegas, Nevada'",US,2016-11-24T03:56:52.000Z,330,exp
331,331,29.95,"b'Pompano Beach, Florida'",US,2016-11-24T04:09:25.000Z,331,exp
332,332,29.95,"b'Pompano Beach, Florida'",US,2016-11-24T04:09:59.000Z,332,exp
333,333,29.95,"b'Georgetown, Texas'",US,2016-11-24T04:10:03.000Z,333,exp
334,334,29.95,"b'Middleton, Massachusetts'",US,2016-11-24T03:49:04.000Z,334,exp
335,335,29.95,"b'Pompano Beach, Florida'",US,2016-11-24T03:53:08.000Z,335,exp
336,336,29.99,"b'San Diego, California'",US,2016-11-24T04:00:57.000Z,336,exp
337,337,29.99,"b'Orlando, Florida'",US,2016-11-24T03:49:17.000Z,337,exp
338,338,30,"b'Miami, Florida'",US,2016-11-24T03:58:22.000Z,338,exp
339,339,30.48,b'US',US,2016-11-24T04:01:44.000Z,339,exp
340,340,30.77,b'US',US,2016-11-24T03:38:53.000Z,340,exp
341,341,31,"b'Asheville, North Carolina'",US,2016-11-24T03:56:23.000Z,341,exp
342,342,32,"b'Concordia, Kansas'",US,2016-11-24T03:47:41.000Z,342,exp
343,343,32.05,"b'Pompano Beach, Florida'",US,2016-11-24T03:58:58.000Z,343,exp
344,344,32.35,"b'Maryland Heights, Missouri'",US,2016-11-24T03:38:33.000Z,344,exp
345,345,33.77,"b'Marlboro, New York'",US,2016-11-24T04:04:54.000Z,345,exp
346,346,34.95,"b'Booneville, Arkansas'",US,2016-11-24T03:50:23.000Z,346,exp
347,347,35,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:05.000Z,347,exp
348,348,35,"b'Ventura, California'",US,2016-11-24T04:07:25.000Z,348,exp
349,349,35,"b'Catonsville, Maryland'",US,2016-11-24T03:55:59.000Z,349,exp
350,350,35,"b'Las Vegas, Nevada'",US,2016-11-24T03:56:15.000Z,350,exp
351,351,37.79,"b'Springville, Utah'",US,2016-11-24T04:05:21.000Z,351,exp
352,352,38.17,b'Multiple Locations',US,2016-11-24T03:48:31.000Z,352,exp
353,353,38.24,"b'Springville, Utah'",US,2016-11-24T04:09:21.000Z,353,exp
354,354,38.24,b'US',US,2016-11-24T03:44:50.000Z,354,exp
355,355,39,"b'Northridge, California'",US,2016-11-24T03:51:00.000Z,355,exp
356,356,39.14,b'US',US,2016-11-24T03:43:27.000Z,356,exp
357,357,39.5,"b'Jefferson City, Tennessee'",US,2016-11-24T03:49:23.000Z,357,exp
358,358,39.95,"b'Las Vegas, Nevada'",US,2016-11-24T03:56:52.000Z,358,exp
359,359,39.95,"b'Pompano Beach, Florida'",US,2016-11-24T04:02:00.000Z,359,exp
360,360,39.99,"b'New Britain, Connecticut'",US,2016-11-24T04:06:52.000Z,360,exp
361,361,39.99,"b'Rome, New York'",US,2016-11-24T04:10:37.000Z,361,exp
362,362,39.99,"b'Lake Worth, Florida'",US,2016-11-24T04:10:41.000Z,362,exp
363,363,39.99,"b'Cincinnati, Ohio'",US,2016-11-24T03:39:41.000Z,363,exp
364,364,39.99,"b'Langhorne, Pennsylvania'",US,2016-11-24T03:41:22.000Z,364,exp
365,365,39.99,"b'Irvine, California'",US,2016-11-24T03:46:23.000Z,365,exp
366,366,40,"b'New York, New York'",US,2016-11-24T04:06:39.000Z,366,exp
367,367,42.52,"b'Woodstock, Illinois'",US,2016-11-24T03:56:15.000Z,367,exp
368,368,43.06,b'US',US,2016-11-24T04:01:56.000Z,368,exp
369,369,44.95,"b'Pompano Beach, Florida'",US,2016-11-24T03:39:21.000Z,369,exp
370,370,44.99,"b'Brookhaven, Pennsylvania'",US,2016-11-24T03:47:29.000Z,370,exp
371,371,45,"b'Sacramento, California'",US,2016-11-24T03:48:30.000Z,371,exp
372,372,45,b'ND-SUPPORT OUR TROOPS!',US,2016-11-24T03:53:33.000Z,372,exp
373,373,45,"b'Burbank, California'",US,2016-11-24T03:54:36.000Z,373,exp
374,374,45,"b'Burbank, California'",US,2016-11-24T03:54:36.000Z,374,exp
375,375,45.15,b'Multiple Locations',US,2016-11-24T03:47:28.000Z,375,exp
376,376,45.41,"b'Indialantic, Florida'",US,2016-11-24T04:03:06.000Z,376,exp
377,377,46.9,"b'Redondo Beach, California'",US,2016-11-24T03:59:16.000Z,377,exp
378,378,46.9,"b'Redondo Beach, California'",US,2016-11-24T03:53:27.000Z,378,exp
379,379,46.9,"b'Redondo Beach, California'",US,2016-11-24T03:53:27.000Z,379,exp
380,380,46.9,"b'Redondo Beach, California'",US,2016-11-24T03:55:59.000Z,380,exp
381,381,46.9,"b'Redondo Beach, California'",US,2016-11-24T03:55:59.000Z,381,exp
382,382,47.6,b'Multiple Location',US,2016-11-24T04:06:44.000Z,382,exp
383,383,49,"b'Greer, South Carolina'",US,2016-11-24T03:54:00.000Z,383,exp
384,384,49.99,"b'Alexandria, Virginia'",US,2016-11-24T04:06:23.000Z,384,exp
385,385,49.99,"b'Little Elm, Texas'",US,2016-11-24T04:09:03.000Z,385,exp
386,386,49.99,"b'Antioch, California'",US,2016-11-24T03:40:04.000Z,386,exp
387,387,49.99,"b'Hauppauge, New York'",US,2016-11-24T03:49:47.000Z,387,exp
388,388,49.99,"b'Frederick, Maryland'",US,2016-11-24T03:53:14.000Z,388,exp
389,389,50,"b'Inglewood, California'",US,2016-11-24T04:04:17.000Z,389,exp
390,390,50,"b'Harrison, New Jersey'",US,2016-11-24T04:06:02.000Z,390,exp
391,391,50,"b'West Palm Beach, Florida'",US,2016-11-24T03:50:57.000Z,391,exp
392,392,51,"b'Los Fresnos, Texas'",US,2016-11-25T05:27:33.000Z,392,exp
393,393,51,"b'Takoma Park, Maryland'",US,2016-11-24T06:00:44.000Z,393,exp
394,394,51.08,b'US',US,2016-11-24T03:39:27.000Z,394,exp
395,395,53.45,"b'Pompano Beach, Florida'",US,2016-11-24T03:40:10.000Z,395,exp
396,396,54.25,b'Multiple Locations',US,2016-11-24T03:44:01.000Z,396,exp
397,397,54.51,"b'Indialantic, Florida'",US,2016-11-24T03:40:47.000Z,397,exp
398,398,54.66,b'Ewing',US,2016-11-24T03:40:43.000Z,398,exp
399,399,54.95,"b'Easton, Pennsylvania'",US,2016-11-24T03:47:55.000Z,399,exp
400,400,55,b'US',US,2016-11-24T03:44:39.000Z,400,exp
401,401,55.29,b'US',US,2016-11-24T04:02:20.000Z,401,exp
402,402,56.04,b'Multiple Locations',US,2016-11-24T04:02:29.000Z,402,exp
403,403,59.95,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:05.000Z,403,exp
404,404,59.95,"b'Titusville, Florida'",US,2016-11-24T03:45:49.000Z,404,exp
405,405,59.99,"b'Fairfax, Iowa'",US,2016-11-24T03:56:58.000Z,405,exp
406,406,59.99,"b'Alexandria, Virginia'",US,2016-11-24T04:03:18.000Z,406,exp
407,407,59.99,"b'Lindstrom, Minnesota'",US,2016-11-24T04:10:42.000Z,407,exp
408,408,59.99,"b'Portland, Oregon'",US,2016-11-24T04:10:58.000Z,408,exp
409,409,59.99,"b'Niagara Falls, New York'",US,2016-11-24T03:53:58.000Z,409,exp
410,410,60,b'BM1-world warehouse',US,2016-11-24T03:58:44.000Z,410,exp
411,411,60,b'BM1-world warehouse',US,2016-11-24T03:58:59.000Z,411,exp
412,412,60.23,b'Multiple Locations',US,2016-11-24T03:45:40.000Z,412,exp
413,413,60.24,b'Multiple Locations',US,2016-11-24T03:49:30.000Z,413,exp
414,414,63.86,b'Multiple Location',US,2016-11-24T03:54:37.000Z,414,exp
415,415,63.99,"b'Austin, Texas'",US,2016-11-24T04:00:04.000Z,415,exp
416,416,64.99,"b'Austin, Texas'",US,2016-11-24T03:43:04.000Z,416,exp
417,417,65,"b'Santa Rosa, California'",US,2016-11-24T03:40:09.000Z,417,exp
418,418,65.03,b'US',US,2016-11-24T03:37:57.000Z,418,exp
419,419,65.62,b'Multiple Locations',US,2016-11-24T04:03:16.000Z,419,exp
420,420,66,"b'Washington,DC'",US,2016-11-24T03:42:35.000Z,420,exp
421,421,68,"b'Boston, Massachusetts'",US,2016-11-24T03:48:52.000Z,421,exp
422,422,68.99,"b'Philadelphia, Pennsylvania'",US,2016-11-24T03:57:05.000Z,422,exp
423,423,69.99,"b'Hauppauge, New York'",US,2016-11-24T04:07:24.000Z,423,exp
424,424,70,"b'Colfax, California'",US,2016-11-24T04:06:21.000Z,424,exp
425,425,70,"b'Bethlehem, Connecticut'",US,2016-11-24T03:47:49.000Z,425,exp
426,426,71.96,"b'Los Angeles, California'",US,2016-11-24T04:02:43.000Z,426,exp
427,427,71.96,"b'Los Angeles, California'",US,2016-11-24T04:04:27.000Z,427,exp
428,428,73.01,b'Multiple Locations',US,2016-11-24T04:01:40.000Z,428,exp
429,429,74.95,"b'Dwight, Illinois'",US,2016-11-24T04:07:24.000Z,429,exp
430,430,78.21,b'Multiple Locations',US,2016-11-24T03:40:52.000Z,430,exp
431,431,79.95,"b'Las Vegas, Nevada'",US,2016-11-24T03:56:59.000Z,431,exp
432,432,79.95,"b'Louisville, Kentucky'",US,2016-11-24T03:37:37.000Z,432,exp
433,433,79.95,"b'Phoenix, Arizona'",US,2016-11-24T03:39:16.000Z,433,exp
434,434,79.99,"b'Camden, New Jersey'",US,2016-11-24T04:03:08.000Z,434,exp
435,435,80,"b'La Mesa, California'",US,2016-11-24T03:37:38.000Z,435,exp
436,436,84,b'BM1-world warehouse',US,2016-11-24T03:58:13.000Z,436,exp
437,437,85,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:53.000Z,437,exp
438,438,85,"b'Ontario, California'",US,2016-11-24T03:40:00.000Z,438,exp
439,439,86.13,"b'Clayton, North Carolina'",US,2016-11-24T03:43:13.000Z,439,exp
440,440,86.13,"b'Clayton, North Carolina'",US,2016-11-24T03:43:13.000Z,440,exp
441,441,86.4,b'BM1-world warehouse',US,2016-11-24T03:58:59.000Z,441,exp
442,442,87.46,b'US',US,2016-11-24T03:43:19.000Z,442,exp
443,443,87.54,b'Multiple Location',US,2016-11-24T03:38:24.000Z,443,exp
444,444,88.5,"b'Fort Belvoir, Virginia'",US,2016-11-24T04:05:31.000Z,444,exp
445,445,89.25,"b'Rochester, New York'",US,2016-11-24T03:37:19.000Z,445,exp
446,446,89.95,b'United States',US,2016-11-24T03:45:36.000Z,446,exp
447,447,90,"b'Saugus, Massachusetts'",US,2016-11-24T04:01:06.000Z,447,exp
448,448,95.94,b'US',US,2016-11-24T03:44:35.000Z,448,exp
449,449,99,"b'Georgetown, Texas'",US,2016-11-24T04:10:03.000Z,449,exp
450,450,99,"b'Chicago, Illinois'",US,2016-11-24T03:46:15.000Z,450,exp
451,451,99.9,"b'Redondo Beach, California'",US,2016-11-24T04:05:52.000Z,451,exp
452,452,99.9,"b'Redondo Beach, California'",US,2016-11-24T04:05:52.000Z,452,exp
453,453,99.95,b'United States',US,2016-11-24T03:48:29.000Z,453,exp
454,454,99.99,"b'Alexandria, Virginia'",US,2016-11-24T04:03:16.000Z,454,exp
455,455,103.18,b'Multiple Locations',US,2016-11-24T03:43:16.000Z,455,exp
456,456,103.6,b'US',US,2016-11-24T03:38:50.000Z,456,exp
457,457,105.02,b'Multiple Locations',US,2016-11-24T04:05:31.000Z,457,exp
458,458,109,"b'Saratoga Springs, Utah'",US,2016-11-24T03:41:49.000Z,458,exp
459,459,109.24,b'Multiple Locations',US,2016-11-24T04:10:36.000Z,459,exp
460,460,115,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:52.000Z,460,exp
461,461,119.95,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:53.000Z,461,exp
462,462,120,"b'Colfax, California'",US,2016-11-24T04:07:38.000Z,462,exp
463,463,120,"b'Colfax, California'",US,2016-11-24T04:07:38.000Z,463,exp
464,464,124.95,"b'Discovery Bay, California'",US,2016-11-24T03:53:42.000Z,464,exp
465,465,125,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:06.000Z,465,exp
466,466,125,"b'Colfax, California'",US,2016-11-24T04:06:21.000Z,466,exp
467,467,125,"b'Mountain Top, Pennsylvania'",US,2016-11-24T03:45:40.000Z,467,exp
468,468,129,"b'San Francisco, California'",US,2016-11-24T03:55:43.000Z,468,exp
469,469,129.99,"b'Glen Burnie, Maryland'",US,2016-11-24T04:07:26.000Z,469,exp
470,470,129.99,"b'Albuquerque, New Mexico'",US,2016-11-24T03:39:58.000Z,470,exp
471,471,130,"b'Mission Hills, California'",US,2016-11-24T03:53:55.000Z,471,exp
472,472,132.11,b'Multiple Locations',US,2016-11-24T04:07:45.000Z,472,exp
473,473,132.3,"b'Saint Petersburg, Florida'",US,2016-11-24T03:49:43.000Z,473,exp
474,474,133.35,"b'Endicott, New York'",US,2016-11-24T03:54:33.000Z,474,exp
475,475,134.99,"b'Camden, New Jersey'",US,2016-11-24T04:03:34.000Z,475,exp
476,476,135.66,b'Multiple Locations',US,2016-11-24T03:40:04.000Z,476,exp
477,477,139.99,"b'Rice Lake, Wisconsin'",US,2016-11-24T03:44:14.000Z,477,exp
478,478,145,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:52.000Z,478,exp
479,479,145,"b'Colfax, California'",US,2016-11-24T04:06:21.000Z,479,exp
480,480,149,"b'Temecula, California'",US,2016-11-24T03:38:25.000Z,480,exp
481,481,149,"b'Temecula, California'",US,2016-11-24T03:42:10.000Z,481,exp
482,482,149,"b'Temecula, California'",US,2016-11-24T03:43:32.000Z,482,exp
483,483,149.95,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:53.000Z,483,exp
484,484,149.99,"b'Glen Burnie, Maryland'",US,2016-11-24T03:46:41.000Z,484,exp
485,485,149.99,"b'Pine Valley, California'",US,2016-11-24T03:50:46.000Z,485,exp
486,486,154.31,"b'California, CA'",US,2016-11-24T03:46:05.000Z,486,exp
487,487,154.85,b'Multiple Locations',US,2016-11-24T03:46:38.000Z,487,exp
488,488,155,"b'Colfax, California'",US,2016-11-24T04:06:22.000Z,488,exp
489,489,155,"b'Ames, Iowa'",US,2016-11-24T03:48:47.000Z,489,exp
490,490,159,"b'Cottage Grove, Minnesota'",US,2016-11-24T03:43:13.000Z,490,exp
491,491,159.95,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:04.000Z,491,exp
492,492,159.99,"b'Wyandotte, Michigan'",US,2016-11-24T04:06:07.000Z,492,exp
493,493,171,"b'El Monte, California'",US,2016-11-24T04:10:54.000Z,493,exp
494,494,175,"b'Las Vegas, Nevada'",US,2016-11-24T03:56:52.000Z,494,exp
495,495,179.99,"b'Camden, New Jersey'",US,2016-11-24T04:01:59.000Z,495,exp
496,496,187.49,"b'Los Angeles, California'",US,2016-11-24T03:54:59.000Z,496,exp
497,497,199.95,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:06.000Z,497,exp
498,498,199.95,"b'Las Vegas, Nevada'",US,2016-11-24T03:59:52.000Z,498,exp
499,499,199.99,"b'Alexandria, Virginia'",US,2016-11-24T03:37:19.000Z,499,exp
500,500,199.99,"b'Brooklyn, New York'",US,2016-11-24T04:08:38.000Z,500,exp
501,501,200,"b'Burbank, California'",US,2016-11-24T03:54:36.000Z,501,exp
502,502,200,"b'Burbank, California'",US,2016-11-24T03:54:36.000Z,502,exp
503,503,216,"b'Clarksville, Maryland'",US,2016-11-24T03:48:48.000Z,503,exp
504,504,245,"b'Costa Mesa, California'",US,2016-11-24T03:46:21.000Z,504,exp
505,505,249,"b'Woonsocket, Rhode Island'",US,2016-11-24T03:47:58.000Z,505,exp
506,506,250,"b'Sachse, Texas'",US,2016-11-24T03:57:35.000Z,506,exp
507,507,250,"b'Miami, Florida'",US,2016-11-24T03:55:04.000Z,507,exp
508,508,259.99,"b'Providence, Rhode Island'",US,2016-11-24T04:06:54.000Z,508,exp
509,509,279,"b'Portland, Oregon'",US,2016-11-24T04:10:54.000Z,509,exp
510,510,280,"b'Jackson, Wyoming'",US,2016-11-24T03:55:48.000Z,510,exp
511,511,314.74,"b'Willowbrook, Illinois'",US,2016-11-24T03:59:54.000Z,511,exp
512,512,316.34,"b'Plainsboro, New Jersey'",US,2016-11-24T03:40:59.000Z,512,exp
513,513,325,"b'Freeport, New York'",US,2016-11-24T03:45:11.000Z,513,exp
514,514,350,"b'Portland, Oregon'",US,2016-11-24T03:55:10.000Z,514,exp
515,515,389.99,"b'Oceanside, New York'",US,2016-11-24T04:00:11.000Z,515,exp
516,516,395,"b'Chester, Pennsylvania'",US,2016-11-24T03:42:31.000Z,516,exp
517,517,425,"b'Las Vegas, Nevada'",US,2016-11-24T04:01:05.000Z,517,exp
518,518,450,"b'Boston, Massachusetts'",US,2016-11-24T03:49:33.000Z,518,exp
519,519,475,"b'Clarksville, Maryland'",US,2016-11-24T03:54:57.000Z,519,exp
520,520,489.99,"b'Tampa, Florida'",US,2016-11-24T03:48:19.000Z,520,exp
521,521,600,"b'Saint Paul, Minnesota'",US,2016-11-24T03:51:41.000Z,521,exp
522,522,1495,"b'Chester, Pennsylvania'",US,2016-11-24T03:39:19.000Z,522,exp
523,523,2090,"b'Shippensburg, Pennsylvania'",US,2016-11-24T04:00:22.000Z,523,exp
524,524,2499,"b'Greenville, South Carolina'",US,2016-11-24T03:46:53.000Z,524,exp
525,525,3300,"b'Brooksville, Florida'",US,2016-11-24T04:15:36.000Z,525,exp
526,526,8199.97,b'multiple locations',US,2016-11-24T04:05:05.000Z,526,exp
527,527,8200,"b'Lakeside, Montana'",US,2016-11-24T03:39:06.000Z,527,exp
528,528,8500,"b'Washoe Valley, Nevada'",US,2016-11-24T03:59:21.000Z,528,exp
529,529,15900,"b'Sun Prairie, Wisconsin'",US,2016-11-24T03:41:37.000Z,529,exp
530,530,24995,"b'Gainesville, Georgia'",US,2016-11-24T03:59:19.000Z,530,exp
531,531,25000,"b'Port Angeles, Washington'",US,2016-11-24T03:40:27.000Z,531,exp
532,532,8.99,b'Virginia',US,2016-11-24T04:11:03.000Z,532,exp
533,533,59.99,b'Virginia',US,2016-11-24T04:11:03.000Z,533,exp
534,534,40.05,"b'Eugene, Oregon'",US,2016-11-24T04:11:04.000Z,534,exp
535,535,55,"b'Fort Myers, Florida'",US,2016-11-24T04:11:04.000Z,535,exp
536,536,6.99,"b'Pasadena, Maryland'",US,2016-11-24T04:11:04.000Z,536,exp
537,537,59.99,"b'Pasadena, Maryland'",US,2016-11-24T04:11:05.000Z,537,exp
538,538,139.99,"b'Wyandotte, Michigan'",US,2016-11-24T04:11:16.000Z,538,exp
539,539,28.19,"b'Hinckley, Ohio'",US,2016-11-24T04:11:21.000Z,539,exp
540,540,112.8,b'Multiple Locations',US,2016-11-24T04:11:25.000Z,540,exp
541,541,28.19,"b'Hinckley, Ohio'",US,2016-11-24T04:11:32.000Z,541,exp
542,542,7.95,"b'Irvine, California'",US,2016-11-24T04:11:33.000Z,542,exp
543,543,18.1,"b'Antelope, California'",US,2016-11-24T04:11:36.000Z,543,exp
544,544,55,"b'Jersey City, New Jersey'",US,2016-11-24T04:11:41.000Z,544,exp
545,545,28.19,"b'Hinckley, Ohio'",US,2016-11-24T04:11:44.000Z,545,exp
546,546,5.5,"b'Oxnard, California'",US,2016-11-24T04:11:46.000Z,546,exp
547,547,380,"b'Portland, Oregon'",US,2016-11-24T04:11:50.000Z,547,exp
548,548,12,"b'Springfield, Virginia'",US,2016-11-24T04:11:57.000Z,548,exp
549,549,65,"b'Nine Mile Falls, Washington'",US,2016-11-24T04:11:58.000Z,549,exp
550,550,299,"b'Alexandria, Virginia'",US,2016-11-24T04:12:01.000Z,550,exp
551,551,48.99,"b'Little Elm, Texas'",US,2016-11-24T04:12:16.000Z,551,exp
552,552,24.99,"b'Ardmore, Oklahoma'",US,2016-11-24T04:12:16.000Z,552,exp
553,553,18.99,"b'New Fairfield, Connecticut'",US,2016-11-24T04:12:31.000Z,553,exp
554,554,28.19,"b'Hinckley, Ohio'",US,2016-11-24T04:12:44.000Z,554,exp
555,555,22.99,"b'Laurel, Maryland'",US,2016-11-24T04:12:50.000Z,555,exp
556,556,319.74,"b'Willowbrook, Illinois'",US,2016-11-24T04:12:51.000Z,556,exp
557,557,28.19,"b'Hinckley, Ohio'",US,2016-11-24T04:12:55.000Z,557,exp
558,558,9.99,"b'Pedro, Ohio'",US,2016-11-24T04:12:57.000Z,558,exp
559,559,11,"b'Portland, Oregon'",US,2016-11-24T04:13:01.000Z,559,exp
560,560,75.47,b'Multiple Locations',US,2016-11-24T04:13:03.000Z,560,exp
561,561,28.19,"b'Hinckley, Ohio'",US,2016-11-24T04:13:06.000Z,561,exp
562,562,84.95,b'USA',US,2016-11-24T04:13:10.000Z,562,exp
563,563,43,"b'Delaware, Ohio'",US,2016-11-24T04:13:10.000Z,563,exp
564,564,34.25,"b'Maryland Heights, Missouri'",US,2016-11-24T04:13:17.000Z,564,exp
565,565,5.95,"b'Irmo, South Carolina'",US,2016-11-24T04:13:20.000Z,565,exp
566,566,13.89,"b'Durham, North Carolina'",US,2016-11-24T04:13:21.000Z,566,exp
567,567,45,"b'Pinckneyville, Illinois'",US,2016-11-24T04:13:33.000Z,567,exp
568,568,16.99,"b'Lindstrom, Minnesota'",US,2016-11-24T04:13:33.000Z,568,exp
569,569,19.99,"b'Chapel Hill, North Carolina'",US,2016-11-24T04:13:34.000Z,569,exp
570,570,12.99,"b'Walnut, California'",US,2016-11-24T04:13:41.000Z,570,exp
571,571,112.4,b'Multiple Locations',US,2016-11-24T04:13:48.000Z,571,exp
572,572,16.95,"b'Deltona, Florida'",US,2016-11-24T04:13:49.000Z,572,exp
573,573,15.76,"b'Oaklyn, New Jersey'",US,2016-11-24T04:13:50.000Z,573,exp
574,574,629,"b'Stony Brook, New York'",US,2016-11-25T03:00:00.000Z,574,exp
575,575,280,"b'San Bernardino, California'",US,2016-11-24T04:14:00.000Z,575,exp
576,576,5.5,"b'Oxnard, California'",US,2016-11-24T04:14:03.000Z,576,exp
577,577,22.97,"b'La Habra, California'",US,2016-11-24T04:14:04.000Z,577,exp
578,578,30.34,"b'Hinckley, Ohio'",US,2016-11-24T04:14:05.000Z,578,exp
579,579,1.99,b'USA',US,2016-11-24T04:14:06.000Z,579,exp
580,580,1399,"b'Sumas, Washington'",US,2016-11-24T04:14:09.000Z,580,exp
581,581,34.99,"b'Staten Island, New York'",US,2016-11-24T04:14:11.000Z,581,exp
582,582,49.97,"b'Woodstock, Illinois'",US,2016-11-24T04:14:13.000Z,582,exp
583,583,2,"b'Orlando, Florida'",US,2016-11-24T04:14:26.000Z,583,exp
584,584,82.99,"b'Palatka, Florida'",US,2016-11-24T04:14:26.000Z,584,exp
585,585,60.73,b'Multiple Locations',US,2016-11-24T04:14:37.000Z,585,exp
586,586,5.49,"b'Irwin, Pennsylvania'",US,2016-11-24T04:14:43.000Z,586,exp
587,587,11,"b'Saint Robert, Missouri'",US,2016-11-24T04:14:44.000Z,587,exp
588,588,38.83,"b'Alvin, Texas'",US,2016-11-24T04:14:47.000Z,588,exp
589,589,12.42,"b'Cary, North Carolina'",US,2016-11-24T04:14:50.000Z,589,exp
590,590,29.27,"b'Hinckley, Ohio'",US,2016-11-24T04:14:53.000Z,590,exp
591,591,25.99,"b'McKinney, Texas'",US,2016-11-24T04:15:02.000Z,591,exp
592,592,99.99,"b'Tolleson, Arizona'",US,2016-11-24T04:15:03.000Z,592,exp
593,593,7.95,"b'Irvine, California'",US,2016-11-24T04:15:06.000Z,593,exp
594,594,82.99,"b'Austin, Texas'",US,2016-11-24T04:15:12.000Z,594,exp
595,595,17.95,"b'Brick, New Jersey'",US,2016-11-24T04:15:19.000Z,595,exp
596,596,42.36,"b'Los Angeles, California'",US,2016-11-24T04:15:21.000Z,596,exp
597,597,1,"b'Kansas City, Missouri'",US,2016-11-24T04:15:28.000Z,597,exp
598,598,1,"b'Kansas City, Missouri'",US,2016-11-24T04:15:29.000Z,598,exp
599,599,5,"b'Kansas City, Missouri'",US,2016-11-24T04:15:36.000Z,599,exp
600,600,120,"b'Birmingham, Alabama'",US,2016-11-24T04:15:35.000Z,600,exp
601,601,5.5,"b'Oxnard, California'",US,2016-11-24T04:15:37.000Z,601,exp
602,602,13.99,"b'Irwin, Pennsylvania'",US,2016-11-24T04:15:38.000Z,602,exp
603,603,9.99,"b'Ellsworth, Maine'",US,2016-11-24T04:15:41.000Z,603,exp
604,604,25.72,"b'Hinckley, Ohio'",US,2016-11-24T04:15:55.000Z,604,exp
605,605,45,"b'Fairfield, Iowa'",US,2016-11-24T04:15:55.000Z,605,exp
606,606,25.72,"b'Hinckley, Ohio'",US,2016-11-24T04:16:07.000Z,606,exp
607,607,58.95,"b'Herndon, Virginia'",US,2016-11-24T04:16:11.000Z,607,exp
608,608,425,"b'Staten Island, New York'",US,2016-11-24T04:16:17.000Z,608,exp
609,609,10.99,"b'Surprise, Arizona'",US,2016-11-24T04:16:30.000Z,609,exp
610,610,34.25,"b'Maryland Heights, Missouri'",US,2016-11-24T04:16:36.000Z,610,exp
611,611,25.72,"b'Hinckley, Ohio'",US,2016-11-24T04:16:41.000Z,611,exp
612,612,42.36,"b'Los Angeles, California'",US,2016-11-24T04:16:47.000Z,612,exp
613,613,25.72,"b'Hinckley, Ohio'",US,2016-11-24T04:16:51.000Z,613,exp
