amount,total
18.2,438.77
3.9,438.77
40.52,438.77
28.68,438.77
7.05,438.77
54.62,438.77
42.89,438.77
30.66,438.77
44.82,438.77
11.97,438.77
9.28,438.77
5.27,438.77
28.74,438.77
109.53,297.31
30.76,297.31
9.86,297.31
48.95,297.31
48.53,297.31
34.64,297.31
4.63,297.31
10.41,297.31
13.98,680.29
15.35,680.29
14.5,680.29
19.42,680.29
60.62,680.29
20.78,680.29
32.59,680.29
26.98,680.29
19.19,680.29
9.33,680.29
14.85,680.29
2.33,680.29
30.65,680.29
17.01,680.29
0.99,680.29
47.81,680.29
33.04,680.29
35.54,680.29
25.45,680.29
15.68,680.29
57.18,680.29
10.42,680.29
30.55,680.29
16.26,680.29
35.67,680.29
33.17,680.29
40.95,680.29
11.29,436.97
56.69,436.97
24.17,436.97
45.24,436.97
14.95,436.97
26.08,436.97
4.26,436.97
32.29,436.97
52.48,436.97
12.95,436.97
1.77,436.97
27.01,436.97
53.65,436.97
14.75,436.97
16.98,436.97
16.83,436.97
25.58,436.97
30.79,728.24
23.89,728.24
14.23,728.24
51.68,728.24
48.28,728.24
17.27,728.24
40.92,728.24
1.32,728.24
19,728.24
8.19,728.24
21.06,728.24
23.92,728.24
21.85,728.24
44.91,728.24
14.63,728.24
7.25,728.24
27.48,728.24
0.75,728.24
12.56,728.24
69.56,728.24
18.5,728.24
40.01,728.24
3.4,728.24
5.97,728.24
30.07,728.24
58.06,728.24
72.69,728.24
52.95,52.95
71.06,304.49
16.81,304.49
7.17,304.49
61.68,304.49
13.08,304.49
11.91,304.49
4.55,304.49
8.23,304.49
0.05,304.49
4.87,304.49
32.9,304.49
14.61,304.49
57.57,304.49
80.48,559.41
54.01,559.41
5.94,559.41
26.95,559.41
5.73,559.41
1.13,559.41
44.12,559.41
33.12,559.41
32.92,559.41
22.96,559.41
30.79,559.41
61.9,559.41
29.86,559.41
29.16,559.41
7.86,559.41
61.14,559.41
31.34,559.41
26.47,740.7
31.18,740.7
32.45,740.7
31.87,740.7
13.56,740.7
19.75,740.7
3.85,740.7
17.71,740.7
3.45,740.7
1.25,740.7
79.19,740.7
24.05,740.7
75.47,740.7
20.37,740.7
29.22,740.7
38.18,740.7
28.03,740.7
13.82,740.7
49.32,740.7
23.31,740.7
30.9,740.7
4.57,740.7
55.98,740.7
15.29,740.7
30.86,740.7
40.6,740.7
1.91,841.04
45.14,841.04
2,841.04
52.05,841.04
69.32,841.04
42.32,841.04
25.64,841.04
91.13,841.04
11.45,841.04
47.2,841.04
29.56,841.04
23.66,841.04
48.79,841.04
51.1,841.04
5.67,841.04
29.89,841.04
30.5,841.04
0.99,841.04
20.12,841.04
4.61,841.04
5.78,841.04
25.26,841.04
15.78,841.04
28.6,841.04
32.41,841.04
6.79,841.04
52.1,841.04
41.27,841.04
24.73,778.26
54.61,778.26
18.65,778.26
0.67,778.26
37.28,778.26
7.72,778.26
41.04,778.26
19.25,778.26
39.5,778.26
52.29,778.26
26.89,778.26
1.8,778.26
58.93,778.26
44.75,778.26
10.07,778.26
3.63,778.26
24.74,778.26
53.36,778.26
112.54,778.26
57.15,778.26
5.23,778.26
3.68,778.26
14.16,778.26
18.49,778.26
33.12,778.26
13.98,778.26
38.2,679.78
31.28,679.78
14.55,679.78
61.74,679.78
40.45,679.78
21.35,679.78
38.66,679.78
14.73,679.78
8.11,679.78
32.26,679.78
8.03,679.78
7.95,679.78
10.22,679.78
39.91,679.78
38.83,679.78
26.96,679.78
44.52,679.78
4.54,679.78
59.81,679.78
16.85,679.78
19.96,679.78
17.53,679.78
38.2,679.78
24.46,679.78
20.68,679.78
11.83,456.96
76.32,456.96
34.2,456.96
27.82,456.96
25.62,456.96
16.11,456.96
37.07,456.96
35.6,456.96
60.33,456.96
0.76,456.96
1.7,456.96
67.26,456.96
62.34,456.96
11.79,419.05
2.37,419.05
8,419.05
42.51,419.05
3.32,419.05
8.63,419.05
2.82,419.05
37.2,419.05
5.32,419.05
46.58,419.05
13.09,419.05
51.6,419.05
40,419.05
48.15,419.05
13.67,419.05
13.29,419.05
29.82,419.05
23.1,419.05
17.79,419.05
79.35,945.78
16.73,945.78
5.32,945.78
33.93,945.78
86.7,945.78
40.82,945.78
23.68,945.78
43.95,945.78
60.11,945.78
22.79,945.78
20.68,945.78
7.39,945.78
9.08,945.78
9.57,945.78
27.86,945.78
48.16,945.78
34.8,945.78
3.93,945.78
11.78,945.78
57.98,945.78
15.46,945.78
16.47,945.78
30.15,945.78
27.99,945.78
29.97,945.78
72.89,945.78
12.15,945.78
46.91,945.78
49.18,945.78
8.6,2173.64
15.7,2173.64
42,2173.64
50.87,2173.64
15.11,2173.64
42.51,2173.64
18.42,2173.64
12.41,2173.64
780.28,2173.64
21.71,2173.64
43.76,2173.64
331.56,2173.64
44.63,2173.64
6.09,2173.64
13.2,2173.64
90.97,2173.64
161.8,2173.64
51.11,2173.64
179.52,2173.64
14.71,2173.64
28.02,2173.64
42.3,2173.64
8.01,2173.64
8.85,2173.64
47.82,2173.64
3.81,2173.64
17.97,2173.64
55.66,2173.64
16.24,2173.64
45.73,761.65
11.35,761.65
81.91,761.65
10.75,761.65
72.42,761.65
63.32,761.65
14.28,761.65
30.28,761.65
44.83,761.65
84.62,761.65
39.79,761.65
23.41,761.65
10.76,761.65
13.04,761.65
21.18,761.65
15.32,761.65
29.69,761.65
23.92,761.65
5.57,761.65
14.98,761.65
37.61,761.65
11.29,761.65
12,761.65
4.14,761.65
17.69,761.65
21.77,761.65
121.16,809.96
32.25,809.96
22.15,809.96
19.48,809.96
10.26,809.96
12.25,809.96
9.29,809.96
43.67,809.96
5.26,809.96
37.05,809.96
9.03,809.96
32.95,809.96
8.87,809.96
15.47,809.96
24.13,809.96
18.13,809.96
46.32,809.96
33.85,809.96
80.49,809.96
21.3,809.96
63.73,809.96
16.04,809.96
26,809.96
100.83,809.96
83.87,1101.8
32.95,1101.8
27.89,1101.8
36.99,1101.8
26.59,1101.8
69.77,1101.8
4.78,1101.8
69.92,1101.8
35.53,1101.8
6.28,1101.8
14.46,1101.8
21.75,1101.8
7.18,1101.8
26.99,1101.8
15.62,1101.8
64.62,1101.8
58.49,1101.8
10.85,1101.8
4.2,1101.8
15.15,1101.8
35.74,1101.8
237.53,1101.8
25.68,1101.8
82.99,1101.8
39.98,1101.8
46,1101.8
11.52,739.12
18.6,739.12
20.73,739.12
5.97,739.12
38.68,739.12
30.37,739.12
65.67,739.12
29.88,739.12
34.14,739.12
19.43,739.12
10.26,739.12
36.54,739.12
28.41,739.12
40.44,739.12
14.75,739.12
5.87,739.12
113.36,739.12
24.69,739.12
13.55,739.12
23.32,739.12
21.59,739.12
2.4,739.12
47.27,739.12
31.58,739.12
50.1,739.12
23.93,829.18
41.05,829.18
60.3,829.18
45.6,829.18
38.09,829.18
13.82,829.18
60.73,829.18
41.82,829.18
39.14,829.18
3.83,829.18
26.21,829.18
44.79,829.18
40.96,829.18
40.07,829.18
1.72,829.18
7.67,829.18
28.34,829.18
14.19,829.18
15.75,829.18
38.25,829.18
3.38,829.18
37.79,829.18
43.92,829.18
28.92,829.18
35.69,829.18
21.17,829.18
16.73,829.18
3.31,829.18
12.01,829.18
8.27,34.15
10.26,34.15
15.62,34.15
8.66,817.02
4.65,817.02
26.91,817.02
18.48,817.02
47.83,817.02
24.48,817.02
52.84,817.02
3.53,817.02
50.93,817.02
1.43,817.02
23.85,817.02
13.78,817.02
35.47,817.02
37.07,817.02
54.06,817.02
25.14,817.02
35.47,817.02
71.16,817.02
33.54,817.02
17.28,817.02
11.04,817.02
20.81,817.02
22.76,817.02
45.52,817.02
61.04,817.02
8.23,817.02
35.94,817.02
6.5,817.02
18.62,817.02
34.04,821.23
29.38,821.23
3.95,821.23
51.66,821.23
11.89,821.23
16.5,821.23
15.8,821.23
28.03,821.23
60.66,821.23
25.34,821.23
5.05,821.23
7.57,821.23
49.16,821.23
33.15,821.23
17.23,821.23
41.58,821.23
25.44,821.23
30.21,821.23
25.61,821.23
0.58,821.23
18.8,821.23
33.23,821.23
18.27,821.23
35.76,821.23
39.88,821.23
21.98,821.23
77.71,821.23
62.77,821.23
28.01,678.4
16.3,678.4
37.9,678.4
8.78,678.4
43.93,678.4
46.6,678.4
14.81,678.4
5,678.4
35.1,678.4
13.94,678.4
18.45,678.4
41.6,678.4
40.51,678.4
31.41,678.4
53.85,678.4
2.4,678.4
22.98,678.4
30.54,678.4
30.27,678.4
62.94,678.4
34.37,678.4
29.26,678.4
0.74,678.4
2.3,678.4
26.41,678.4
25.59,1068.49
22.36,1068.49
31.19,1068.49
13.24,1068.49
57.98,1068.49
5.92,1068.49
7.35,1068.49
24.18,1068.49
108.07,1068.49
52.03,1068.49
18.19,1068.49
32.1,1068.49
13.18,1068.49
3.64,1068.49
16.89,1068.49
19.28,1068.49
45.06,1068.49
19.38,1068.49
30.34,1068.49
41.8,1068.49
82.05,1068.49
9.17,1068.49
12.1,1068.49
17.06,1068.49
92.37,1068.49
13.04,1068.49
16.12,1068.49
37.65,1068.49
21.75,1068.49
117.05,1068.49
62.36,1068.49
12.78,643.6
26.2,643.6
8.28,643.6
50.76,643.6
20.92,643.6
26.01,643.6
21.51,643.6
9.68,643.6
17.01,643.6
2.64,643.6
13.2,643.6
10.05,643.6
25.51,643.6
2.05,643.6
20.5,643.6
20.13,643.6
17.53,643.6
78.54,643.6
23.58,643.6
14.48,643.6
8.64,643.6
23.27,643.6
19.91,643.6
30.8,643.6
30.25,643.6
28.1,643.6
37.84,643.6
43.43,643.6
45.29,667.23
77.25,667.23
18.64,667.23
50.75,667.23
61.81,667.23
18.65,667.23
19.93,667.23
20.71,667.23
47.14,667.23
43.83,667.23
19.96,667.23
41.01,667.23
52.82,667.23
7.42,667.23
0.78,667.23
54.87,667.23
85.97,667.23
0.4,667.23
31.93,1012.91
51.01,1012.91
68.2,1012.91
4.44,1012.91
51.34,1012.91
3.63,1012.91
33.67,1012.91
16.07,1012.91
12.32,1012.91
51.02,1012.91
54.21,1012.91
21.34,1012.91
40.46,1012.91
19.58,1012.91
7.79,1012.91
15.39,1012.91
67.24,1012.91
46.12,1012.91
37.17,1012.91
27.7,1012.91
24.89,1012.91
57.04,1012.91
55.06,1012.91
32.62,1012.91
1.1,1012.91
29.59,1012.91
53.56,1012.91
44.74,1012.91
16.99,1012.91
36.69,1012.91
40.35,1609.92
99.62,1609.92
39.35,1609.92
57.78,1609.92
82.28,1609.92
22.33,1609.92
24.49,1609.92
1130.3,1609.92
35.5,1609.92
29.23,1609.92
17.11,1609.92
16.54,1609.92
2.2,1609.92
12.84,1609.92
32.4,906.3
34.03,906.3
29.78,906.3
56.72,906.3
4.13,906.3
13.41,906.3
18.8,906.3
40.06,906.3
77.84,906.3
44.01,906.3
4.63,906.3
19.1,906.3
2.87,906.3
8.2,906.3
127.24,906.3
15.05,906.3
44.32,906.3
35.01,906.3
34.57,906.3
29.51,906.3
15.88,906.3
5.11,906.3
44.2,906.3
51,906.3
28.52,906.3
57.65,906.3
0.61,906.3
31.65,906.3
26.69,623.5
25.57,623.5
5.61,623.5
2.1,623.5
1.95,623.5
1.83,623.5
36.43,623.5
7.42,623.5
21.4,623.5
15.82,623.5
11.42,623.5
35.35,623.5
41.04,623.5
27.95,623.5
42.65,623.5
42.9,623.5
64.17,623.5
33.77,623.5
31.96,623.5
24.6,623.5
2.53,623.5
42.39,623.5
7.27,623.5
10.14,623.5
26.77,623.5
18.96,623.5
14.81,623.5
69.21,1144.46
29.57,1144.46
58.15,1144.46
1.16,1144.46
34.62,1144.46
32.66,1144.46
59.4,1144.46
35.63,1144.46
32.19,1144.46
3.97,1144.46
25.92,1144.46
4.11,1144.46
1.35,1144.46
6.17,1144.46
35.64,1144.46
20.51,1144.46
33.37,1144.46
7.47,1144.46
21.17,1144.46
35.23,1144.46
24.12,1144.46
23.82,1144.46
60.61,1144.46
54.22,1144.46
19.29,1144.46
158.57,1144.46
19.51,1144.46
50.03,1144.46
133.48,1144.46
53.31,1144.46
66.86,619.33
8.21,619.33
14.7,619.33
2.51,619.33
0.23,619.33
36.46,619.33
28.63,619.33
5.21,619.33
23.08,619.33
12.02,619.33
0.64,619.33
58.79,619.33
73.8,619.33
23.3,619.33
3.07,619.33
40.4,619.33
22.89,619.33
19.45,619.33
12.63,619.33
38.62,619.33
1.52,619.33
23.82,619.33
29.72,619.33
4.47,619.33
53.57,619.33
5.61,619.33
5.59,619.33
3.53,619.33
39.34,850.64
32.99,850.64
20.79,850.64
3.89,850.64
54.53,850.64
18.05,850.64
21.62,850.64
13.02,850.64
29.14,850.64
50.93,850.64
2.22,850.64
13.17,850.64
91.38,850.64
12.64,850.64
0.85,850.64
83.43,850.64
41.76,850.64
32.75,850.64
23.22,850.64
8.22,850.64
8.23,850.64
32.27,850.64
22.6,850.64
20.34,850.64
33.86,850.64
8.83,850.64
4.32,850.64
47.96,850.64
51.03,850.64
27.26,850.64
129.44,928.9
11.47,928.9
17.56,928.9
45.23,928.9
33.5,928.9
27.72,928.9
22.95,928.9
34.3,928.9
17.96,928.9
6.19,928.9
25.26,928.9
13.99,928.9
45.87,928.9
25.82,928.9
51.34,928.9
41.69,928.9
63.64,928.9
12.96,928.9
63.01,928.9
24.32,928.9
11.99,928.9
28.49,928.9
50.4,928.9
74.53,928.9
43.02,928.9
6.25,928.9
42.83,74.58
9.13,74.58
22.62,74.58
65.84,745.09
30.14,745.09
33.27,745.09
7.16,745.09
4.87,745.09
1.91,745.09
25.75,745.09
35.69,745.09
61.98,745.09
7.27,745.09
2.09,745.09
38.54,745.09
8.86,745.09
32.7,745.09
28.82,745.09
6.32,745.09
74.24,745.09
103.12,745.09
23.96,745.09
3.24,745.09
10.43,745.09
21.34,745.09
34.9,745.09
6.58,745.09
1,745.09
29.99,745.09
45.08,745.09
31.59,927.26
23.57,927.26
43.45,927.26
0.45,927.26
45.16,927.26
42.54,927.26
41.69,927.26
55.02,927.26
9.44,927.26
37.95,927.26
38.83,927.26
18.69,927.26
19.57,927.26
1.56,927.26
0.92,927.26
56.15,927.26
0.14,927.26
8.96,927.26
47.06,927.26
14.01,927.26
5.86,927.26
11.18,927.26
33.07,927.26
9.28,927.26
34.09,927.26
39.62,927.26
60.77,927.26
115.7,927.26
64.79,927.26
16.15,927.26
42.8,991.13
21.98,991.13
56.45,991.13
43.68,991.13
12.24,991.13
27.2,991.13
43.7,991.13
0.28,991.13
26.15,991.13
20.68,991.13
29.71,991.13
13.53,991.13
56.88,991.13
44.63,991.13
5.83,991.13
30.19,991.13
45.49,991.13
13.23,991.13
68.38,991.13
8.19,991.13
13.3,991.13
11.06,991.13
21.13,991.13
6.16,991.13
177.11,991.13
15.13,991.13
27.14,991.13
13.87,991.13
50.36,991.13
44.65,991.13
27.24,833.92
35.76,833.92
4.39,833.92
14.96,833.92
26.21,833.92
35.88,833.92
35.98,833.92
54.89,833.92
39.79,833.92
21.22,833.92
51.97,833.92
34.72,833.92
25,833.92
62.21,833.92
32.93,833.92
49.84,833.92
10.29,833.92
26.34,833.92
5.63,833.92
47.29,833.92
38.78,833.92
2.04,833.92
28.48,833.92
18.35,833.92
8.5,833.92
47.81,833.92
25.7,833.92
3.28,833.92
18.44,833.92
26.77,853.84
20.99,853.84
33.49,853.84
0.45,853.84
52.74,853.84
34.97,853.84
52.68,853.84
17.68,853.84
7.14,853.84
34.81,853.84
0.14,853.84
5.01,853.84
51.82,853.84
47.21,853.84
28.42,853.84
20.79,853.84
41.51,853.84
27.33,853.84
67.28,853.84
23.67,853.84
22.99,853.84
9.9,853.84
40.46,853.84
29.54,853.84
41.94,853.84
12.73,853.84
21.51,853.84
20.8,853.84
59.07,853.84
154.83,327.26
81.25,327.26
91.18,327.26
47.12,125.67
78.55,125.67
24.61,714.76
7.21,714.76
0.05,714.76
10.36,714.76
14.61,714.76
27.08,714.76
12.71,714.76
5.36,714.76
61.38,714.76
39.52,714.76
21.24,714.76
28.61,714.76
7.73,714.76
39.17,714.76
4.7,714.76
38.6,714.76
3.11,714.76
25.06,714.76
20.24,714.76
62.14,714.76
25.6,714.76
38.85,714.76
73.9,714.76
21.12,714.76
42.26,714.76
1.48,714.76
17.17,714.76
40.89,714.76
16.44,882.59
31.65,882.59
38.34,882.59
30.74,882.59
21.35,882.59
9.16,882.59
24.13,882.59
22.88,882.59
48.03,882.59
40.73,882.59
1.88,882.59
41.61,882.59
23.74,882.59
24.63,882.59
9.85,882.59
6.59,882.59
8.67,882.59
41.26,882.59
31.74,882.59
37.11,882.59
109.92,882.59
28.71,882.59
29.76,882.59
31.75,882.59
8.17,882.59
46.27,882.59
61.01,882.59
5.14,882.59
51.33,882.59
47.11,792.82
23.37,792.82
60.78,792.82
30.59,792.82
15.61,792.82
44.78,792.82
24.7,792.82
45.51,792.82
24.56,792.82
52.65,792.82
9.07,792.82
14.96,792.82
13.15,792.82
52.53,792.82
26.84,792.82
29.2,792.82
13.05,792.82
36.33,792.82
56.34,792.82
3.14,792.82
7.45,792.82
8.91,792.82
30.59,792.82
20.6,792.82
44.64,792.82
1,792.82
55.36,792.82
107.38,313.7
71.2,313.7
52.62,313.7
29.07,313.7
48.16,313.7
3.42,313.7
1.85,313.7
42.7,674.52
7.42,674.52
14.37,674.52
16.95,674.52
17.48,674.52
18.76,674.52
32.14,674.52
22.89,674.52
5.3,674.52
39.74,674.52
59.05,674.52
32.78,674.52
23.74,674.52
5.87,674.52
41.17,674.52
14.44,674.52
3.26,674.52
23.65,674.52
32.38,674.52
0.73,674.52
18.94,674.52
5.05,674.52
32.02,674.52
40.16,674.52
11.05,674.52
40.28,674.52
12.6,674.52
13.04,674.52
46.56,674.52
87.87,241.66
13.59,241.66
37.99,241.66
25.43,241.66
12.5,241.66
34.44,241.66
23.8,241.66
6.04,241.66
7.37,3727.17
3458.16,3727.17
261.64,3727.17
124.61,238.53
78.73,238.53
35.19,238.53
61.88,146.53
84.65,146.53
14.36,886.54
35.56,886.54
29.37,886.54
21.94,886.54
39.79,886.54
21,886.54
44.53,886.54
35.34,886.54
20.65,886.54
43.69,886.54
12.17,886.54
15.46,886.54
27.05,886.54
7.54,886.54
25.54,886.54
90.04,886.54
54.84,886.54
99.17,886.54
12.31,886.54
73.94,886.54
35.87,886.54
29.3,886.54
12.75,886.54
5.78,886.54
16.24,886.54
6.18,886.54
28.55,886.54
27.58,886.54
44.77,854.47
144.29,854.47
32.39,854.47
48.55,854.47
10.85,854.47
39.47,854.47
1.83,854.47
34.21,854.47
40.03,854.47
26.29,854.47
4.16,854.47
15.62,854.47
17.55,854.47
32.53,854.47
31.19,854.47
9.74,854.47
16.93,854.47
7.92,854.47
23.05,854.47
19.02,854.47
44.28,854.47
22.77,854.47
11.92,854.47
26.51,854.47
34.67,854.47
39.99,854.47
8.46,854.47
37.51,854.47
27.97,854.47
26.46,835.61
33.22,835.61
30.03,835.61
3.68,835.61
10.87,835.61
13.45,835.61
12.17,835.61
3.13,835.61
10.55,835.61
21.79,835.61
43.41,835.61
37.45,835.61
41.14,835.61
34.17,835.61
29.08,835.61
16.3,835.61
47.32,835.61
44.12,835.61
36.73,835.61
47.03,835.61
44.83,835.61
77.58,835.61
32.68,835.61
25.19,835.61
45.41,835.61
13.09,835.61
14.68,835.61
22.79,835.61
14.96,835.61
2.3,835.61
131.09,979.89
19.19,979.89
1.49,979.89
16.65,979.89
37.17,979.89
33.14,979.89
50.43,979.89
45.65,979.89
6.18,979.89
46.16,979.89
36.46,979.89
28.87,979.89
70.45,979.89
18.49,979.89
14.78,979.89
27.29,979.89
52.07,979.89
29.85,979.89
44.5,979.89
27.33,979.89
41.42,979.89
65.99,979.89
33.91,979.89
16.68,979.89
37.17,979.89
47.48,979.89
18.4,753.14
22.53,753.14
54.84,753.14
0.1,753.14
5.32,753.14
31.95,753.14
14.14,753.14
35.33,753.14
2.67,753.14
61.85,753.14
23.04,753.14
20.08,753.14
17.9,753.14
55.9,753.14
37.78,753.14
4,753.14
23.2,753.14
75.83,753.14
1.12,753.14
16.85,753.14
4.38,753.14
40.18,753.14
32.91,753.14
0.85,753.14
4.85,753.14
40.82,753.14
52.25,753.14
34.82,753.14
19.25,753.14
36.04,819.52
35.27,819.52
31.31,819.52
88.09,819.52
1.49,819.52
9.84,819.52
37.34,819.52
39.18,819.52
27.99,819.52
37.6,819.52
38.52,819.52
12.67,819.52
36.84,819.52
25.15,819.52
10.21,819.52
34.15,819.52
13.82,819.52
1.93,819.52
15.52,819.52
45.11,819.52
13.4,819.52
25.25,819.52
5.3,819.52
14.72,819.52
85.78,819.52
39.29,819.52
31.26,819.52
26.45,819.52
395,395
41.2,865.9
44.55,865.9
48.34,865.9
61.62,865.9
24.97,865.9
26.4,865.9
38.09,865.9
42.29,865.9
41.49,865.9
40.36,865.9
35.72,865.9
11.19,865.9
45.01,865.9
24.25,865.9
58.06,865.9
23.42,865.9
39.16,865.9
12.57,865.9
43.79,865.9
29,865.9
6.02,865.9
27.54,865.9
11.29,865.9
5.68,865.9
3.09,865.9
1.53,865.9
44.22,865.9
35.05,865.9
16.6,982.04
40.66,982.04
28.39,982.04
27.45,982.04
33.09,982.04
36.98,982.04
9.95,982.04
57.85,982.04
62.05,982.04
49.12,982.04
11.78,982.04
50.85,982.04
52.33,982.04
41.26,982.04
13.18,982.04
82.69,982.04
69.65,982.04
81.49,982.04
1.92,982.04
15.92,982.04
9.03,982.04
48.82,982.04
0.62,982.04
28.8,982.04
24.52,982.04
21.02,982.04
5.92,982.04
60.1,982.04
29.01,718.96
8.48,718.96
19.32,718.96
24.74,718.96
26.15,718.96
15.17,718.96
59.77,718.96
29.96,718.96
3.65,718.96
0.39,718.96
33.52,718.96
32.16,718.96
52.67,718.96
52.95,718.96
15.8,718.96
30.28,718.96
2.76,718.96
71.19,718.96
29.71,718.96
53.1,718.96
48.75,718.96
21.15,718.96
45.24,718.96
13.04,718.96
36.52,840.38
42.56,840.38
64.14,840.38
11.05,840.38
19.55,840.38
27.43,840.38
27.93,840.38
30.84,840.38
65.73,840.38
30.57,840.38
31.52,840.38
67.51,840.38
12.7,840.38
56.91,840.38
45.26,840.38
6.23,840.38
49.2,840.38
1.94,840.38
44.22,840.38
14.35,840.38
19.76,840.38
45.71,840.38
21.34,840.38
16.82,840.38
7.34,840.38
15.34,840.38
5.42,840.38
1.42,840.38
21.07,840.38
60.87,1167.52
18.88,1167.52
167.48,1167.52
43.51,1167.52
39.66,1167.52
189.31,1167.52
19.4,1167.52
1.49,1167.52
36.98,1167.52
167.38,1167.52
6.78,1167.52
30.44,1167.52
31.67,1167.52
50.11,1167.52
1.39,1167.52
78.64,1167.52
31.89,1167.52
7.2,1167.52
71.71,1167.52
36.5,1167.52
33.59,1167.52
42.64,1167.52
42.58,827.55
6.17,827.55
25.39,827.55
29.3,827.55
22.67,827.55
9.73,827.55
15.85,827.55
22.49,827.55
18.18,827.55
32.1,827.55
20.89,827.55
46.97,827.55
46.51,827.55
15.57,827.55
42.17,827.55
49.42,827.55
38.89,827.55
76.35,827.55
5.66,827.55
55.1,827.55
32.67,827.55
63.49,827.55
9.11,827.55
20.37,827.55
7.26,827.55
6.11,827.55
35.7,827.55
30.85,827.55
65.81,1038.97
7.41,1038.97
54.68,1038.97
36.78,1038.97
37.68,1038.97
43.19,1038.97
36.4,1038.97
57.68,1038.97
23.09,1038.97
32.97,1038.97
51.72,1038.97
55.1,1038.97
60.78,1038.97
37.38,1038.97
20.55,1038.97
3.54,1038.97
32.81,1038.97
9.24,1038.97
21.22,1038.97
58.82,1038.97
22.19,1038.97
62.37,1038.97
43.59,1038.97
22.02,1038.97
14.61,1038.97
81.41,1038.97
17.93,1038.97
23.88,1038.97
4.12,1038.97
56.09,848.07
37.74,848.07
27.41,848.07
29.69,848.07
10.38,848.07
61.88,848.07
57.91,848.07
45.76,848.07
19.36,848.07
0.76,848.07
25.63,848.07
36.86,848.07
40.14,848.07
57.37,848.07
12.74,848.07
9.37,848.07
52.57,848.07
38.75,848.07
22.44,848.07
29.49,848.07
5.01,848.07
2.04,848.07
32.56,848.07
3.12,848.07
62.22,848.07
51.16,848.07
19.62,848.07
13.71,862.3
33.07,862.3
46.06,862.3
19.84,862.3
9.99,862.3
24.78,862.3
32.8,862.3
64.07,862.3
53,862.3
52.92,862.3
23.47,862.3
5.07,862.3
18.25,862.3
4.35,862.3
38.35,862.3
25.4,862.3
15.73,862.3
53.15,862.3
6.31,862.3
126.03,862.3
45.9,862.3
39.6,862.3
44.7,862.3
17.45,862.3
48.3,862.3
32.76,329.6
167.15,329.6
129.69,329.6
24.77,880.52
54.19,880.52
49.89,880.52
30.44,880.52
2.71,880.52
19.2,880.52
48.89,880.52
8.99,880.52
35.63,880.52
24.23,880.52
4.96,880.52
52.78,880.52
34.28,880.52
26.79,880.52
58.01,880.52
1.16,880.52
25.26,880.52
50.73,880.52
38.5,880.52
44.97,880.52
46.59,880.52
2.9,880.52
18.07,880.52
34.3,880.52
26.73,880.52
17.63,880.52
47.91,880.52
18.14,880.52
31.87,880.52
8.59,847.28
26.07,847.28
22.79,847.28
14.63,847.28
